"","GeneID","pval","lfc","FDR","t_stat"
"144","NCF1",0.0126483969308885,0.949292459332194,0.597684811575936,1.89796451387047
"146","NFKBIA",0.341006483862616,-2.50283917108901,0.929509372379776,-0.46723736329787
"148","NKG7",0.365412817877826,-0.00149693551272834,0.953845323830464,-0.43721622262121
"152","NT5C",0.674200343758248,-0.945694746741001,1,-0.171211030378867
"160","PMPCB",0.44752750137479,1.19821490130033,1,0.349180271346219
"162","PPAPDC1B",0.483165256188584,0.76276459582023,1,0.315904302839082
"164","PPP1R18",0.330544297211971,-1.59861070331433,0.929509372379776,-0.480770331199241
"165","PPP3CC",0.0319797588092761,2.20589499803398,0.597684811575936,1.49512481601804
"167","PSAP",0.178098027921152,-2.76946360955614,0.8192509284373,-0.749340889451429
"171","RARRES3",0.34586514992519,-1.71570823850895,0.929509372379776,-0.461093196174956
"174","RGS2",0.0199497752541259,-0.180458767288093,0.597684811575936,-1.70006199253075
"178","RP11-693J15.5",0.481341117883662,0.170624043197435,1,0.317547037746609
"179","RPL7L1",0.0212719621910944,-3.79283475721253,0.597684811575936,-1.67219244759327
"181","S100A11",0.962289280085408,-0.016069148374787,1,-0.0166943522248863
"185","S1PR4",0.0169162104268906,-0.0311084920646939,0.597684811575936,-1.77169692114461
"187","SAT1",0.491663912743515,-2.19018441726456,1,-0.308331666982385
"191","SERPINA1",0.872674279417297,0.106360735786,1,0.0591478239321562
"194","SNHG7",0.354278223905889,2.27928846793984,0.936597603429362,0.450655541226387
"195","SP100",0.588396528611306,1.66057067546132,1,0.230329898163069
"198","SRSF7",0.545862762240701,-2.04365169975094,1,-0.262916531458806
"199","SSR2",0.126204259693347,2.02893288940803,0.760574701226432,0.898925986374814
"200","STX10",0.462846192582022,1.3111403337094,1,0.334563304468821
"201","TAF7",0.338572118853539,-0.223580149638937,0.929509372379776,-0.470348808562025
"203","TALDO1",0.99866126548297,0.076447516640658,1,0.000581794534642045
"205","TCL1A",0.000709144527001048,0.0374348976391293,0.163103241210241,3.14926524453136
"207","TMEM123",0.936593949102008,-0.484857512639656,1,-0.0284486523195776
"211","TNFAIP8",0.649082445429668,0.887886803050163,1,0.187700136295037
"216","TSPO",0.643044585666488,0.646172781524303,1,0.191758914109009
"219","TYMP",0.730660212346301,-1.14779713087654,1,-0.136284541250533
"220","TYROBP",0.664846848063253,-1.16540954511555,1,-0.177278385826665
"222","VPS28",0.211472619843097,-4.1213777402789,0.853310571296708,-0.674745854392073
"225","XBP1",0.58124211910195,0.816400229014584,1,0.235642922538529
"227","YWHAB",0.273190795694522,-3.00365529418831,0.929509372379776,-0.563533936932005
"228","ZFP36L1",0.00297098320115429,-5.34964345857638,0.341663068132743,-2.52709980382293
