"","GeneID","pval","lfc","FDR","t_stat"
"56","DNAJC2",0.0261523993404305,0.00718970056116917,0.501254320691585,1.5824884608117
"58","EIF3G",0.85562611051508,0.209166237965527,1,0.0677159708518007
"59","EIF4A2",0.0563667425780848,-3.54165630692452,0.678232665227531,-1.24897706223923
"61","FAM96A",0.317562152025704,0.466038621620302,0.760825989228248,0.498171263631162
"62","FCER1A",0.942499135519135,0.282375474756067,1,0.0257190394664046
"63","FCER1G",0.999277026167708,0.0171106081652506,1,0.000314097101603574
"65","FCGR3A",0.815915534268002,0.923719208640692,1,0.0883547982314475
"66","FCGRT",0.707551654832522,-0.417310485279015,1,-0.15024184896292
"67","FCN1",0.082833842768382,-2.37326095514865,0.680420851311709,-1.08179219069478
"69","FERMT3",0.200838802730199,-0.895921273139271,0.711531227755043,-0.697152376270097
"71","FPR1",0.365809825891796,-1.55214733745838,0.824076772274607,-0.436744633268365
"73","GIMAP1",0.00135275143388273,0.496026389753372,0.0837572616296785,2.86878199705383
"77","GPX1",0.453061357436423,-1.01660250487377,0.922160285047586,-0.343842978138194
"78","GRN",0.249461520989795,0.93624032464737,0.760825989228248,0.602996434050905
"79","GSTP1",0.410236891297262,-0.498661936199733,0.873652638873799,-0.386965287491739
"86","HCK",0.36791484200433,-0.976990747599393,0.824076772274607,-0.434252691998814
"88","HLA-DMA",0.389453526869525,0.79381722321643,0.8371430951401,0.409544358859928
"89","HLA-DMB",0.952660821443837,-0.222249635534289,1,-0.0210616949489043
"90","HLA-DPA1",0.374691708284621,-0.0211831133601216,0.824076772274607,-0.42632591749088
"91","HLA-DPB1",0.673021074223896,-0.506576702247231,1,-0.171971336554846
"92","HLA-DQA1",0.153979908285041,1.81565391476693,0.711531227755043,0.812535943385561
"93","HLA-DQA2",0.116367140826923,0.317112538334128,0.711531227755043,0.934169636285634
"94","HLA-DQB1",0.193288177068455,-2.33860022254597,0.711531227755043,-0.713794709815021
"95","HLA-DRA",0.887326099036228,0.222229086967617,1,0.0519167443339595
"96","HLA-DRB1",0.804168397075135,-0.328146662554388,1,-0.0946529981885483
"97","HLA-DRB5",0.251675074578031,-1.42689887044118,0.760825989228248,-0.599159794023528
"98","HNRNPA3",0.614496117203621,0.395012619520415,1,0.211480856931098
"99","HNRNPF",0.224298182461086,0.748644975175622,0.749761846315869,0.649174245589208
"101","HSP90AA1",0.449751885865691,-1.96890702353596,0.922160285047586,-0.347027006927722
"102","HVCN1",0.832274908513524,0.152091625972714,1,0.0797331983123606
"103","IFI30",0.145329561261325,-1.04081444526355,0.711531227755043,-0.837646037547302
"104","IFI6",0.528941752249394,1.46151967855506,0.997185270634104,0.276592150402379
"105","IFITM2",0.0602274015204172,2.44452319302967,0.678232665227531,1.22020587383238
"106","IFITM3",0.452615007143505,-1.25788194310291,0.922160285047586,-0.344271050444121
"107","IGFBP7",0.116418530747185,-1.80855414350385,0.711531227755043,-0.933977886003006
"109","IL17RA",0.168679574858102,1.07484146428445,0.711531227755043,0.772937502256492
"110","IL1B",0.069361396688171,-0.00900752295054083,0.678232665227531,-1.15888217032051
"113","IL7R",0.00255155284890166,3.07230274625703,0.117371431049476,2.59319543193741
"115","KHDRBS1",0.0778363966629265,-1.31535903274962,0.678232665227531,-1.10881727738551
"121","LDHB",0.288302236219456,1.89601884367144,0.760825989228248,0.540151988988817
"122","LGALS1",0.581264682960227,-0.435218545624377,1,-0.235626063524674
"123","LGALS2",0.379791903743949,1.53476807108594,0.824076772274607,0.42045429762113
"124","LGALS3",0.622876111466436,-1.20438252752843,1,-0.205598324860727
"125","LGALS9",0.336832446681734,1.63618748043307,0.790525129967335,0.472586080069934
"126","LILRA3",0.00836117293593615,-0.779205154876628,0.240383721908164,-2.07773279386806
"128","LINC00936",0.522024671969547,0.679329391786356,0.997185270634104,0.282308970854015
"129","LRRC25",0.0485478140551739,2.72153188269664,0.678232665227531,1.31383032013596
"130","LST1",0.759424375276102,0.473866164952816,1,0.119515467404262
"131","LTB",0.0036397390924754,1.89305237558242,0.139523331878224,2.43892974677934
"132","LY86",0.176002220307162,-0.203086447815125,0.711531227755043,-0.754481853429793
"133","LYAR",0.0931385737390931,-1.08574311053422,0.711531227755043,-1.03087041684332
"134","LYZ",0.969997834986589,0.134145191684958,1,0.0132292350682161
"136","MMADHC",0.576343784902629,-0.475292425826519,1,-0.239318385764336
"137","MPEG1",0.416756521243781,0.148511469522568,0.879394494367612,0.380117595775827
"140","MS4A6A",0.928762755453797,0.508534570903385,1,0.0320952086713057
"141","MS4A7",0.154773403083936,1.2069862097005,0.711531227755043,0.810303668241644
"143","MYO1G",0.598925769868775,0.263979465729209,1,0.2226270002051
"144","NCF1",0.357019957008299,1.41816502425633,0.821145901119089,0.447307506643181
"145","NCOA4",0.981271367762149,-0.144467889458386,1,-0.00821087312551533
"146","NFKBIA",0.989010979330475,0.0823954505510306,1,0.00479888713267588
"148","NKG7",0.818047065745594,0.743996916632935,1,0.087221708791299
"149","NOSIP",0.27426516495282,0.617251531193557,0.760825989228248,0.561829349630213
"151","NRGN",0.521226911671274,0.558346160954797,0.997185270634104,0.282973169151693
"153","NUP214",0.935755216999095,-0.074937169540314,1,-0.0288377429390514
"154","ODC1",0.509779816325766,0.435442359240972,0.997185270634104,0.29261736351538
"156","PCMT1",0.124126464912405,-1.36680480473099,0.711531227755043,-0.906135613021277
"161","POP7",0.674558390701904,0.747733609675044,1,0.170980451237362
"164","PPP1R18",0.634913194837825,-0.227822377760129,1,-0.197285647274819
"167","PSAP",0.895234177725858,0.210559939095195,1,0.0480633459229558
"171","RARRES3",0.350453994571086,-0.852458401555299,0.814186047993432,-0.455368985444188
"172","RBP7",0.642298227686249,-1.10856295494838,1,-0.192263276346703
"173","RGS1",0.633440587968159,0.101805532925186,1,0.198294112473646
"174","RGS2",0.706648589966997,0.992665037209755,1,0.150796503288075
"175","RHOC",0.0079347612365287,0.325138737122997,0.240383721908164,2.10046613698956
"176","RNF130",0.895796116890326,-0.606998771571039,1,-0.0477908244731119
"177","RP11-290F20.3",0.80708503365555,-0.512321110941065,1,-0.0930807060438801
"179","RPL7L1",0.0770346298529918,-1.13372314670302,0.678232665227531,-1.11331399985161
"181","S100A11",0.924768417110758,-0.175489656985443,1,-0.0339670107885312
"182","S100A8",0.553135803289816,-0.797463445399801,1,-0.257168229674103
"183","S100A9",0.747758016929089,-0.0538164553861977,1,-0.126238922075446
"185","S1PR4",0.664379730404241,0.0417014898491428,1,0.177583625931469
"187","SAT1",0.996504593099669,0.0423819360030767,1,0.0015206952040917
"189","SCO2",0.729580010605022,0.707630842009298,1,0.136927073532247
"191","SERPINA1",0.119479089334494,0.842866172880536,0.711531227755043,0.922708096232886
"193","SMCO4",0.201084912191643,1.06790840478713,0.711531227755043,0.696620514175675
"195","SP100",0.459491292627251,-0.232729095909648,0.927043836002349,-0.337722714092379
"198","SRSF7",0.231653656568784,1.93450667886058,0.749761846315869,0.635160840226151
"199","SSR2",0.0796186172223623,-2.80538414555869,0.678232665227531,-1.09898536930295
"200","STX10",0.608911450273748,0.0794234515943692,1,0.215445859179261
"201","TAF7",0.257024465115088,0.607989346300045,0.760825989228248,0.590025535973035
"202","TAGAP",0.0415381285059635,-0.723904703676875,0.678232665227531,-1.3815530744317
"203","TALDO1",0.511308167417562,-1.2577681000885,0.997185270634104,-0.291317269984105
"207","TMEM123",0.584777496633738,0.350646494163638,1,0.233009348218173
"211","TNFAIP8",0.118485474238215,0.365459417747955,0.711531227755043,0.926334888851062
"212","TNFRSF1B",0.98477000328759,0.177232432010905,1,0.00666518875777608
"213","TPM4",0.37633310764826,-0.248940486266768,0.824076772274607,-0.424427573238835
"216","TSPO",0.892757201741376,-0.519689363384881,1,-0.0492666377311766
"219","TYMP",0.798744565222931,-0.225002974659633,1,-0.0975920838278737
"220","TYROBP",0.910709725031043,-0.125428076262393,1,-0.0406200257775471
"221","VDAC3",0.509779816325766,0.394260347400315,0.997185270634104,0.29261736351538
"222","VPS28",0.0172298096623561,-4.04948495049707,0.44031735803799,-1.76371952017501
"223","VSTM1",0.324375154685756,0.884142326764469,0.769136964718803,0.488952417704101
"224","WARS",0.135128515033761,-2.71954063603346,0.711531227755043,-0.869252995795998
"227","YWHAB",0.525903916871462,-1.68747665612755,0.997185270634104,-0.279093594599497
"228","ZFP36L1",8.14747969985322e-10,0.380347030779492,1.87392033096624e-07,9.08897671294354
