"","GeneID","pval","lfc","FDR","t_stat"
"58","GYPC",0.378435835673174,-0.598098240993276,0.833354167669376,-0.422007745160791
"59","GZMA",0.511128324140046,-1.00835839688612,0.914217014881189,-0.291470051979824
"60","GZMB",0.489403241198987,1.02654317186706,0.899870475752976,0.310333158747667
"61","GZMH",0.809224719614754,0.234379306374491,0.980286344700654,0.0919308591831049
"62","GZMK",0.0471717569085291,-0.574114996640397,0.620490033181421,-1.32631794818784
"63","GZMM",0.943489032362118,-0.188664421839889,0.997872455662079,-0.0252631439487547
"64","HIST1H2AC",0.349048000612407,0.383853877664054,0.833354167669376,0.457114845339828
"65","HLA-DMA",0.379773601881142,0.988620549017569,0.833354167669376,0.420475226423107
"66","HLA-DMB",0.994613268554496,-0.00386798023964349,0.999528967025014,-0.00234575139620927
"67","HLA-DPA1",0.999528967025014,-0.000509808977155787,0.999528967025014,-0.000204615215871753
"68","HLA-DPB1",0.895992024476717,-0.480098326943327,0.997872455662079,-0.0476958561204281
"69","HLA-DQA1",0.176738673852422,-0.194492289638324,0.781541925743428,-0.752668408031781
"70","HLA-DQA2",0.589999340951376,-0.119200327883674,0.932224869170603,-0.229148473478772
"71","HLA-DQB1",0.920631139647258,-0.345137855710037,0.997872455662079,-0.0359143395134607
"72","HLA-DRA",0.941941835011261,0.342774071404899,0.997872455662079,0.0259759141004979
"73","HLA-DRB1",0.473418451554926,0.169510875429175,0.89949505795436,0.324754819384707
"74","HLA-DRB5",0.761852756205079,0.650841422633441,0.979524972263673,0.118128956937023
"75","HNRNPA3",0.326471753170604,-1.03536995604656,0.833354167669376,-0.486154388578253
"76","HNRNPF",0.583409563523126,-0.902648988619414,0.932224869170603,-0.234026455997147
"77","HNRNPH1",0.34695552331474,-0.360525706329226,0.833354167669376,-0.459726194422381
"78","HSP90AA1",0.788916548050953,-0.703718161425438,0.980286344700654,-0.10296893422758
"79","HVCN1",0.0127826059164204,-0.233804348143058,0.404680333015206,-1.89338060003101
"80","IFI6",0.617285927085374,0.622385553167763,0.932224869170603,0.209513623986777
"81","IFITM2",0.434339048661382,-0.627528718765202,0.853700888748233,-0.362171124227869
"82","IGFBP7",0.360886090650322,-0.306933225502715,0.833354167669376,-0.442629856289683
"83","IL2RB",0.426240593308198,-0.144199331983255,0.847524900647697,-0.370345192326533
"84","IL32",0.088517606531432,-1.23218068530639,0.723967904564932,-1.0529703376757
"85","IL7R",0.525465117752996,-1.08033862191917,0.926335413770746,-0.279456108694172
"86","ITGA2B",0.0821007585245329,0.112906598835714,0.723967904564932,1.08565283043845
"87","KHDRBS1",0.105210746654323,0.171607637030093,0.724388067878799,0.977939897308715
"88","KLRD1",0.673562392889199,0.232643253513695,0.932224869170603,0.171622168860904
"89","KLRG1",0.867602564599833,-0.35520955529454,0.995704956688399,-0.0616791728981513
"90","LAMP1",0.265576692730794,-1.11107383015096,0.833354167669376,-0.575810041738354
"91","LCK",0.885485395484736,0.176488878397406,0.997872455662079,0.0528185973340928
"92","LDHB",0.545996415109066,-0.805413100608937,0.932224869170603,-0.262810208766805
"93","LGALS1",0.635175237166694,0.670043413095865,0.932224869170603,0.19710644158142
"94","LGALS3",0.221384678302894,0.489399520247036,0.80546340403819,0.654852439278263
"95","LGALS9",0.666165160263482,-0.0686339497451785,0.932224869170603,-0.176418084195088
"96","LINC00936",0.373159185898108,0.472789839878085,0.833354167669376,0.428105863072779
"97","LST1",0.488561377145445,0.727070997813787,0.899870475752976,0.311080868831282
"98","LTB",0.018137631388959,-1.1764517218806,0.404680333015206,-1.74141942851461
"99","LY86",0.28817069324543,0.328571505111066,0.833354167669376,0.540350188716243
"100","LYAR",0.0760906449178337,-1.73301932615356,0.723967904564932,-1.11866873495492
"101","LYZ",0.540182943291607,1.14738821798823,0.932224869170603,0.26745913312762
"102","MMADHC",0.164328818279476,-1.25232504365041,0.781541925743428,-0.784286267835415
"103","MPHOSPH6",0.0936838487587692,1.19449123155933,0.724388067878799,1.02833527570298
"104","MS4A1",0.6457434325449,-0.253479019323082,0.932224869170603,-0.18994000207143
"105","MS4A7",0.610939744916163,0.291141301165721,0.932224869170603,0.214001620757169
"106","MYL9",0.792910382558492,-0.295741495551852,0.980286344700654,-0.100775895355413
"107","MYO1G",0.974048576473171,0.0438178869818842,0.997872455662079,0.0114193840164653
"108","NCOA4",0.127607424262052,0.804877220635179,0.724388067878799,0.894124057415455
"109","NFKBIA",0.684518568079038,0.135918027466935,0.932224869170603,0.164614766806991
"110","NGFRAP1",0.311650729753009,0.423054492777728,0.833354167669376,0.506331851838455
"111","NKG7",0.577487114594103,-1.50806576852399,0.932224869170603,-0.238457701692285
"112","NOSIP",0.0873150009169862,1.88633848684602,0.723967904564932,1.05891113709846
"113","NRBP1",0.0149143915019181,-1.51449410663512,0.404680333015206,-1.82639446089059
"114","NRGN",0.776513939497397,0.307278241395879,0.980286344700654,0.109850743679837
"115","NT5C",0.819243459591066,-0.480177943433129,0.980286344700654,-0.0865870171104905
"116","ODC1",0.458458998723848,-0.783140903787183,0.885504302857563,-0.338699498432801
"117","PARVB",0.366406673522726,-0.85748038555892,0.833354167669376,-0.436036624939501
"118","PCMT1",0.186776945617945,1.0037025127016,0.781541925743428,0.728676730936829
"119","PF4",0.83366138072044,0.327451869577404,0.980286344700654,0.0790103166851483
"120","PGRMC1",0.106332888246469,0.496991918537706,0.724388067878799,0.973332389523047
"121","PIK3IP1",0.122532428119404,0.484863931273139,0.724388067878799,0.91174896036413
"122","PMPCB",0.686902535178339,-0.0757986260282067,0.932224869170603,-0.163104880752797
"123","PPBP",0.804370364434766,0.274826454767937,0.980286344700654,0.094543938571992
"124","PPP1R18",0.900766241717946,-0.435932511914571,0.997872455662079,-0.0453878983701039
"125","PPP3CC",0.350169196644042,0.846126591922842,0.833354167669376,0.45572206018261
"126","PRF1",0.262909181606116,0.885952518317155,0.833354167669376,0.580194246715082
"127","PSAP",0.991145213786299,0.0144041219016571,0.999528967025014,0.00386271188610846
"128","PTCRA",0.367439137381898,-0.227242747610697,0.833354167669376,-0.434814587159917
"129","PTGDR",0.960952796287276,-0.150863849154258,0.997872455662079,-0.0172979451258971
"130","RARRES3",0.787138847287458,-0.577879623873905,0.980286344700654,-0.103948653546784
"131","RGS2",0.49675135546076,0.560999055339704,0.903664699827553,0.30386093917874
"132","RHOC",0.167579806044961,-0.197591731530767,0.781541925743428,-0.775778316562756
"133","RPL7L1",0.0273263465091696,-1.11492795541247,0.494436552070342,-1.56341842893565
"134","RUFY1",0.307407567629278,-0.922390633459508,0.833354167669376,-0.512285445427092
"135","S100A11",0.861750541478222,0.287996596346342,0.995671233734973,0.0646184350323673
"136","S100A9",0.990229497187607,-0.039399553237265,0.999528967025014,-0.00426414094635748
"137","S1PR4",0.972246522049232,0.15812709861571,0.997872455662079,0.012223601749573
"138","SAT1",0.118330494052714,1.5023440199506,0.724388067878799,0.926903322216956
"139","SATB1",0.483530705249909,-0.562847918929924,0.899870475752976,-0.315575942062495
"140","SDPR",0.918233756719293,0.0884697421616112,0.997872455662079,0.0370467454542979
"141","SERPINA1",0.634770197476492,0.128658640170568,0.932224869170603,0.197383471607392
"142","SNHG7",0.182021662233083,1.23892204056265,0.781541925743428,0.739876923946435
"143","SP100",0.366706537322842,0.371013907234995,0.833354167669376,0.435681347748888
"144","SPARC",0.935135117120908,0.116642409308685,0.997872455662079,0.0291256336403671
"145","SPON2",0.817576332288253,0.252099039106026,0.980286344700654,0.0874716892560694
"146","SRSF7",0.134751245564927,-1.8043807622191,0.724388067878799,-0.87046721174809
"147","SSR2",0.56134817170521,-0.532279256543866,0.932224869170603,-0.250767687500472
"148","STX10",0.87590750977439,0.0833465418121822,0.997872455662079,0.0575417501279001
"149","TAF7",0.201098507208835,1.18387075434775,0.781541925743428,0.69659115323902
"150","TAGAP",0.268175053360839,-0.261813680002188,0.833354167669376,-0.571581624290654
"151","TALDO1",0.680228504773357,-0.825988492580653,0.932224869170603,-0.167345173040765
"152","TCF7",0.0356420924746158,-0.582166226968674,0.543420491460986,-1.44803680734271
"153","TCL1A",0.132644687758599,-0.0999633661034632,0.724388067878799,-0.877310138243463
"154","THYN1",0.336574460999892,0.908884736767782,0.833354167669376,0.472918841026905
"155","TMEM123",0.578882834306643,0.177842622428485,0.932224869170603,0.237409328437055
"156","TMEM40",0.937241475093787,0.010601285865726,0.997872455662079,0.0281485011188042
"157","TNFAIP8",0.292809173697002,-1.279312468003,0.833354167669376,-0.533415320975751
"158","TNFRSF1B",0.640874952327008,0.178097868940754,0.932224869170603,0.193226701857561
"159","TPM4",0.712934588596212,0.73770772961572,0.948805135248139,0.146950314629032
"160","TREML1",0.715765277467894,-0.33206489120947,0.948805135248139,-0.145229373520552
"161","TSPO",0.0889083391570969,1.99780615290023,0.723967904564932,1.05105750247119
"162","TTC38",0.424617759914152,-0.0922331338423849,0.847524900647697,-0.372001845140788
"163","TUBB1",0.806253598121543,0.0409209065801325,0.980286344700654,0.0935283341974889
"164","TYMP",0.649705849009141,-0.0648404398556106,0.932224869170603,-0.187283223459411
"165","TYROBP",0.733890746467054,0.923525462502375,0.953206333109298,0.134368588228471
"166","VDAC3",0.37885095071525,1.22412100531235,0.833354167669376,0.421531618564034
"167","VPS28",0.422989174104485,-1.01384559085935,0.847524900647697,-0.373670747723893
"168","XBP1",0.460876508504814,-0.204308024462053,0.885504302857563,-0.33641542788489
"169","XCL2",0.358960149638356,-0.0741218538695171,0.833354167669376,-0.444953762432252
"170","YWHAB",0.211357269878345,-1.36742328727064,0.80315762553771,-0.674982809515825
"171","ZFP36L1",0.132131523693698,-1.22000421948193,0.724388067878799,-0.878993556852109
