"X","GeneID","pval","lfc","FDR","t_stat"
58,"HLA-DRB1",0.82184681349349,-0.25779380435887,0.950343854437409,-0.0852091243751277
59,"HLA-DRB5",0.294292792331687,-1.34240906078874,0.754786631505267,-0.531220374288115
60,"HNRNPA3",0.258374615282345,0.222953757715807,0.754786631505267,0.587750157025048
61,"HNRNPF",0.305665317442014,0.708958421843267,0.754786631505267,0.514753836046745
62,"HSP90AA1",0.321294309356972,-2.03725607388712,0.754786631505267,-0.493096966439618
64,"IFI30",0.176717572609696,-0.958797336958242,0.637907335274024,-0.752720262559068
65,"IFI6",0.477586837064976,1.67731112007129,0.892041997418537,0.320947651453277
66,"IFITM2",0.072278840397105,2.13793847387769,0.414880953004734,1.14098882364263
67,"IFITM3",0.456376890142074,-1.64292400403965,0.889295754382491,-0.340676355353478
68,"IGFBP7",0.309210941266915,-1.58517720776219,0.754786631505267,-0.509745147199455
69,"IL17RA",0.28941493952935,1.10458548526018,0.754786631505267,0.538479054461979
70,"IL1B",0.312628948494762,0.42135979047693,0.754786631505267,0.5049708100998
71,"IL32",0.00027754137174893,1.00874583019368,0.0281708303730857,3.55667226953938
72,"IL7R",0.031280291496952,2.26371872985141,0.346200087306994,1.50472920845976
73,"KHDRBS1",0.138753662482217,-1.3883224556933,0.548267734841329,-0.857755544602947
74,"LDHB",0.409852256051288,1.50856531436257,0.866544769937009,0.387372669976096
75,"LGALS1",0.712017462076422,-0.343837616649698,0.950343854437409,-0.147509355252978
76,"LGALS2",0.28693909205122,2.14006270071441,0.754786631505267,0.542210280246196
77,"LGALS3",0.537305408748748,-1.35677525945796,0.903650005622894,-0.269778787613118
78,"LGALS9",0.333459271040545,1.62710830604819,0.771124564281261,0.476957203554136
79,"LILRA3",0.318132531443084,-1.42656944180789,0.754786631505267,-0.497391918746027
80,"LINC00936",0.40859332278134,1.24647580770892,0.866544769937009,0.388708734871739
81,"LRRC25",0.131494049221492,2.27340326699622,0.548267734841329,0.881093900776857
82,"LST1",0.881284616973636,0.248666636171454,0.987964298777283,0.0548838105221237
83,"LTB",0.0533774967562966,1.86449193175963,0.414880953004734,1.27264179717307
84,"LY86",0.074106898460398,-0.152012119557048,0.414880953004734,-1.1301413625492
85,"LYAR",0.0665454107163233,-1.82556867885105,0.414880953004734,-1.17688189014125
86,"LYZ",0.84737083493003,0.342309841972429,0.96469910438188,0.0719264877588255
87,"MMADHC",0.00813604020225366,-0.215724527178365,0.20068899165559,-2.08958691412
88,"MPEG1",0.345361819493395,0.439013050135134,0.786362296692654,0.461725676322313
90,"MS4A6A",0.77536196773526,0.773569412817604,0.950343854437409,0.110495505376522
91,"MS4A7",0.00115692701459835,0.490872381630984,0.0570750660535188,2.93669403789958
92,"MYO1G",0.775900747802611,0.0745478580026643,0.950343854437409,0.110193829564585
93,"NCF1",0.0694166332716878,1.75953691023335,0.414880953004734,1.15853645357133
94,"NCOA4",0.210477198163901,-0.286082982552184,0.677187507136031,-0.676794946136986
95,"NFKBIA",0.908417071125702,0.22428312123615,0.98857151857797,0.0417147130409964
96,"NKG7",0.611808891020304,0.903774605840582,0.935861644418826,0.213384215986516
97,"NOSIP",0.0727028594150844,-0.0428593416025099,0.414880953004734,-1.13844850793365
98,"NRGN",0.524376039023059,0.635948128209885,0.892041997418537,0.280357161295098
100,"NUP214",0.975797880601872,0.183532939072543,0.999972135396596,0.0106401294948241
101,"ODC1",0.0393222493785954,0.571396184642478,0.363730806752008,1.40536164687321
102,"PCMT1",0.125856910267922,-1.10932045227203,0.547847727048601,-0.900122934197169
104,"POP7",0.611770700408169,0.856228441518664,0.935861644418826,0.213411326559841
106,"PPP1R18",0.508319617192087,-0.0273167154837944,0.892041997418537,-0.293863129577494
107,"PSAP",0.999972135396596,-0.00341484218889976,0.999972135396596,-1.21016121030105e-05
108,"RARRES3",0.303791199349825,-0.61786597104715,0.754786631505267,-0.517424811543573
109,"RBP7",0.707813386274916,-0.926704590501634,0.950343854437409,-0.150081228177233
110,"RGS1",0.740131675170689,-0.0894635861391592,0.950343854437409,-0.130691009035465
111,"RGS2",0.930847188407139,0.311990272862307,0.998893218476297,0.0311216086842247
112,"RHOC",0.0169351071909046,0.226748491236091,0.278488429361542,1.77121205014004
113,"RNF130",0.949350252878644,-0.46086769681252,0.998893218476297,-0.0225735295866363
114,"RP11-290F20.3",0.835558498064814,-0.724459952637697,0.95862525359374,-0.0780231394301888
116,"S100A11",0.821179762130563,-0.266183654164977,0.950343854437409,-0.0855617623011114
117,"S100A8",0.804241155587225,-0.105627675107216,0.950343854437409,-0.0946137064294545
118,"S100A9",0.990893607707556,0.187620117715851,0.999972135396596,0.00397297323014807
119,"S1PR4",0.61336878046369,-0.085869060925548,0.935861644418826,-0.212278332718375
120,"SAT1",0.810386181038991,-0.12958422781585,0.950343854437409,-0.0913079733112523
121,"SCO2",0.703657774409254,0.737142733464285,0.950343854437409,0.152638509639473
122,"SERPINA1",0.1163636613421,0.625038767740352,0.547847727048601,0.93418262228529
123,"SMCO4",0.137307458073958,0.725886898954907,0.548267734841329,0.862305872723926
125,"SP100",0.634897020324777,0.949477156854074,0.950343854437409,0.197296711135671
127,"SRSF7",0.0639920564783902,1.85073545978617,0.414880953004734,1.19387393291786
128,"SSR2",0.149991306812666,-3.20408714191368,0.569197779699347,-0.823933911028949
129,"STX10",0.0105015948878841,0.966352383613864,0.222033720486693,1.97874473917693
130,"TAF7",0.80274978705453,0.361481841706217,0.950343854437409,0.0954198009667604
131,"TAGAP",0.402413654064906,-0.683557709242772,0.866544769937009,-0.395327291907294
132,"TALDO1",0.714667916015692,-1.02596804104761,0.950343854437409,-0.145895714484966
134,"TMEM123",0.513943383597775,0.714265951148807,0.892041997418537,0.289084720587115
136,"TNFAIP8",0.723625106645316,0.0012772080165992,0.950343854437409,0.140486373420346
137,"TNFRSF1B",0.819280786697513,-0.704317269583252,0.950343854437409,-0.086567229845951
138,"TPM4",0.795260238919976,-0.104830106843696,0.950343854437409,-0.0994907306735126
139,"TSPO",0.968516120081544,-0.278372570678421,0.999972135396596,-0.0138931464428566
140,"TYMP",0.573465759470874,-0.192197077072753,0.922531873931406,-0.241492507870458
141,"TYROBP",0.901183650911711,-0.0392603932986702,0.987964298777283,-0.0451866957578318
142,"VDAC3",0.492178675891711,0.480398345837187,0.892041997418537,0.307877206446256
143,"VPS28",0.0790296797215383,-3.18436399758369,0.414880953004734,-1.10220977809431
144,"VSTM1",0.0146389000822671,1.17251155880899,0.270819651521941,1.83449155347896
145,"WARS",0.123415758536684,-2.77689797274616,0.547847727048601,-0.908629383183066
146,"XBP1",0.958148517951403,-0.11397446393801,0.998893218476297,-0.0185671678238118
147,"YWHAB",0.378535996113641,-2.15491173793815,0.848838294315438,-0.421892815846311
148,"ZFP36L1",0.00186161361231284,-0.307375912394114,0.0688797036555751,-2.73011045410318
